ID,Parent ID,Requires IDs,Domain,Config Group,Requirement,Description,Primary AC Groups,V1,V1 Justification
NEO-2-003,,NEO-3-003-APOC-01; NEO-3-003-APOC-02; NEO-3-003-CFG-01; NEO-3-003-CFG-02; NEO-3-003-CFG-03; NEO-3-003-JVM-01; NEO-3-003-JVM-02,Configuration,,Configure Neo4j runtime settings,"Apply Neo4j configuration, JVM settings, environment variables, and optional APOC configuration.",AC-NEO-CONFIG,Yes,MVP — `spec.config` passthrough + default JVM ([BDR-008]).
NEO-2-004,,NEO-3-004-CRED-01; NEO-3-004-CRED-02; NEO-3-004-IMG-01; NEO-3-004-IMG-02; NEO-3-004-SEC-01; NEO-3-004-SEC-02,Security,,Configure authentication and secrets,"Manage initial password, existing password secret, secret mounts, image pull secrets, and sensitive configuration.",AC-NEO-SECRETS,Yes,MVP — password Secret + `secretMounts` / `additionalMounts`; operator-created registry Secret deferred.
NEO-2-005,,NEO-3-005-TLS-01; NEO-3-005-TLS-02; NEO-3-005-TLS-03; NEO-3-005-TLS-04,Security,,Configure TLS / SSL,"Configure TLS for Bolt, HTTPS, and cluster communication, including cert mounts and reload behavior.",AC-NEO-TLS,Yes,MVP — BYO via `spec.trust`: cluster (Cluster mode); bolt/https (Cluster + Standalone). cert-manager / reload deferred.
NEO-2-006,,NEO-3-006-CLD-01; NEO-3-006-CLD-02; NEO-3-006-PVC-01; NEO-3-006-PVC-02; NEO-3-006-PVC-03; NEO-3-006-PVC-04; NEO-3-006-PVC-05; NEO-3-006-VOL-01; NEO-3-006-VOL-02; NEO-3-006-VOL-03; NEO-3-006-VOL-04; NEO-3-006-VOL-05; NEO-3-006-VOL-06,Storage,,Configure persistent volumes,"Provision data and auxiliary volumes (Dynamic / Existing / Share), plus additionalMounts and secretMounts ([BDR-005]).",AC-NEO-STORAGE,Yes,MVP — Dynamic data + Existing (claimName/volume/VCT+selector) + aux Share/Dynamic/Existing. Cloud object storage deferred.
NEO-2-007,,NEO-3-007-MULTI-01; NEO-3-007-MULTI-02; NEO-3-007-PCMB-01; NEO-3-007-PCMB-02; NEO-3-007-PCMB-03; NEO-3-007-PCMB-04; NEO-3-007-PCMB-05; NEO-3-007-PCMB-06; NEO-3-007-PRT-01; NEO-3-007-PRT-02; NEO-3-007-PRT-03; NEO-3-007-PRT-04; NEO-3-007-SVC-01; NEO-3-007-SVC-02; NEO-3-007-SVC-03,Networking,,Expose Neo4j services,"Configure client Service for Bolt and HTTP; operator-derived internals in Cluster mode.",AC-NEO-NETWORKING,Yes,MVP — ClusterIP default; NodePort/LoadBalancer + HTTPS/bolt expose supported via `connectivity.service`.
NEO-2-008,,NEO-3-008-SCH-01; NEO-3-008-SCH-02; NEO-3-008-SCH-03; NEO-3-008-SCH-04; NEO-3-008-SCH-05; NEO-3-008-SCH-06,Scheduling,,Control pod scheduling,"Configure node selectors, affinity, anti-affinity, tolerations, topology spread, priority class, service account, and graceful shutdown.",AC-NEO-SCHEDULING,Yes,MVP — `spec.scheduling` + `spec.podDisruptionBudget` wired to STS/PDB.
NEO-2-009,,NEO-3-009-PROBE-01; NEO-3-009-PROBE-02,Health Management,,Manage health probes,"Configure startup, readiness, and liveness probes appropriate for Neo4j startup, recovery, and cluster formation.",AC-NEO-PROBES,Yes,MVP — operator defaults + optional `spec.probes` overrides.
NEO-2-010,,NEO-3-010-RSTR-01; NEO-3-010-RSTR-02,Lifecycle,,Apply configuration changes safely,Detect configuration changes and apply them through controlled restarts or rolling updates.,AC-NEO-CONFIG-CHANGE,Yes,MVP — controlled restart on config change.
NEO-2-011,,NEO-3-011-CSZ-01; NEO-3-011-SRV-01,Lifecycle,,Scale Neo4j cluster,Add or remove cluster members safely and enable servers when required.,AC-NEO-SCALE,Yes,MVP — per-pool scale + ENABLE SERVER ([BDR-009]).
NEO-2-012,,NEO-3-012-UPG-01; NEO-3-012-UPG-02,Upgrade,,Upgrade Neo4j version,Upgrade Neo4j image/version safely with validation and rollback considerations.,AC-NEO-UPGRADE,No,Deferred — Neo4j rolling upgrade post-MVP; `spec.version` set at install only.
NEO-2-013,,NEO-3-013-BKMD-01; NEO-3-013-BKMD-02; NEO-3-013-BKST-01; NEO-3-013-BKST-02; NEO-3-013-BKST-03,Backup,,Run backups,Support on-demand and scheduled backups with configurable backup storage and service exposure.,AC-NEO-BACKUP,No,Out of V1 — backup feature + `features.backup` + neo4j-admin chart deferred.
NEO-2-014,,NEO-3-014-RSTM-01; NEO-3-014-RSTM-02,Restore,,Restore from backup or seed,"Restore Neo4j from a backup or seed URI, including optional secret mounts for cloud storage.",AC-NEO-RESTORE,No,Out of V1 — tied to backup/restore workflows.
NEO-2-015,,NEO-3-015-MON-01; NEO-3-015-MON-02,Monitoring,,Expose Neo4j metrics,Enable metrics and ServiceMonitor integration when Prometheus Operator is available.,AC-NEO-MONITORING,Yes,MVP — prometheus listener + ServiceMonitor (CSV/JMX/Graphite deferred).
NEO-2-016,,NEO-3-016-LOG-01; NEO-3-016-LOG-02,Logging,,Configure Neo4j logging,"Configure server logs, user logs, query logs, HTTP logs, security logs, and log storage.",AC-NEO-LOGGING,Yes,MVP — image defaults (LOG-01); custom Log4j via `spec.logging.serverLogsXml` / `userLogsXml` (LOG-02).
NEO-2-017,,NEO-3-017-JOB-01; NEO-3-017-JOB-02; NEO-3-017-JOB-03; NEO-3-017-MNT-01,Maintenance,,Run maintenance operations,"Support offline maintenance mode and maintenance jobs such as dump/load, consistency checks, and backup verification.",AC-NEO-MAINTENANCE-OFFLINE; AC-NEO-MAINTENANCE-JOBS,No,Deferred — maintenance jobs post-MVP.
NEO-2-018,,,Uninstallation,,Uninstall Neo4j workload,Delete Neo4j Kubernetes resources while preserving PVCs by default and optionally cleaning up services/jobs/PVCs.,AC-NEO-UNINSTALL,Yes,MVP — CR delete preserves data PVCs by default.
OP-2-001-PKG-01,OP-1-001,,Installation,Packaging,YAML,"Install, upgrade, and uninstall operator using Kubernetes manifests.",AC-OP-INSTALL,Yes,MVP packaging path.
OP-2-001-PKG-02,OP-1-001,,Installation,Packaging,Helm,"Install, upgrade, and uninstall operator using Helm chart.",AC-OP-INSTALL; AC-PACKAGING-HELM,No,Deferred — operator Helm chart post-MVP.
OP-2-001-SCOPE-01,OP-1-001,,Installation,Operator Scope,Single namespace,Operator watches and reconciles resources only in its own namespace.,AC-OP-SCOPE-SINGLE,Yes,MVP only supported scope ([BDR-003]).
OP-2-001-SCOPE-02,OP-1-001,,Installation,Operator Scope,Multiple namespaces,Operator watches a configured list of namespaces.,AC-OP-SCOPE-MULTI,No,Deferred V1.1+.
OP-2-001-SCOPE-03,OP-1-001,,Installation,Operator Scope,Cluster-wide,Operator watches resources across all namespaces.,AC-OP-SCOPE-CLUSTER,No,Deferred V1.1+.
OP-2-003-STATUS-01,OP-1-003,,Lifecycle,Status Model,Basic conditions,"Expose Ready, Reconciling, Error, Installed conditions.",AC-OP-STATUS,Yes,MVP status surface.
OP-2-003-STATUS-02,OP-1-003,,Lifecycle,Status Model,Detailed phase/status,"Expose detailed phases for install, upgrade, backup, restore, and errors.",AC-OP-STATUS-DETAIL,No,Deferred — detailed phase machine post-MVP.
OP-2-004-UPG-01,OP-1-004,,Lifecycle,Upgrade Strategy,In-place controller upgrade,Upgrade operator deployment without changing CRD versions.,AC-OP-UPGRADE,No,Deferred with OP-1-004.
OP-2-004-UPG-02,OP-1-004,,Lifecycle,Upgrade Strategy,CRD conversion webhook,Support API version conversion for CRDs.,AC-OP-CRD-CONVERSION,No,Deferred V1.1+.
OP-2-005-UNINST-01,OP-1-005,,Uninstallation,Uninstall Policy,Preserve data,Delete control plane/workload resources while preserving PVCs.,AC-NEO-UNINSTALL-PRESERVE,Yes,MVP default uninstall behavior.
OP-2-005-UNINST-02,OP-1-005,,Uninstallation,Uninstall Policy,Delete data,Delete PVCs and data for ephemeral environments.,AC-NEO-UNINSTALL-DELETE,Yes,MVP — storage.volumeClaimRetention.whenDeleted=Delete (Existing.claimName never wiped).
NEO-3-003-APOC-01,NEO-2-003,,Configuration,APOC,APOC config,Apply APOC configuration.,AC-NEO-APOC,No,Deferred — use `spec.plugins` + `pluginDefinitions` ([BDR-004]) when APOC needed.
NEO-3-003-APOC-02,NEO-2-003,,Configuration,APOC,APOC credentials,Mount APOC credentials from secrets.,AC-NEO-APOC-CREDS,No,Deferred with APOC config.
NEO-3-003-CFG-01,NEO-2-003,,Configuration,Neo4j Config,Core config,Apply server config values.,AC-NEO-CONFIG,Yes,MVP — `spec.config` map passthrough ([BDR-008]).
NEO-3-003-CFG-02,NEO-2-003,,Configuration,Neo4j Config,Strict validation toggle,Support strict config validation setting.,AC-NEO-CONFIG,No,Deferred — optional strict validation post-MVP.
NEO-3-003-CFG-03,NEO-2-003,,Configuration,Neo4j Config,SPeeDy feature flag,Support sharded property database feature flag.,AC-NEO-CONFIG,No,Deferred.
NEO-3-003-JVM-01,NEO-2-003,,Configuration,JVM,Default arguments,Use Neo4j default JVM arguments.,AC-NEO-CONFIG,Yes,MVP — `jvm.useDefaults: true`.
NEO-3-003-JVM-02,NEO-2-003,,Configuration,JVM,Additional arguments,Append custom JVM arguments.,AC-NEO-CONFIG,No,Deferred — custom JVM flags post-MVP.
NEO-3-004-CRED-01,NEO-2-004,,Security,Credentials,Generated password,Generate password when not provided.,AC-NEO-SECRETS,Yes,MVP default — operator-generated initial password.
NEO-3-004-CRED-02,NEO-2-004,,Security,Credentials,Password from Secret,Use existing Kubernetes Secret for initial Neo4j password.,AC-NEO-SECRETS,Yes,MVP — BYO password Secret (simplest production path).
NEO-3-004-IMG-01,NEO-2-004,,Security,Image Pull Secrets,Existing pull secret,Use existing image pull secret.,AC-NEO-SECRETS,Yes,MVP — reference existing pull Secret.
NEO-3-004-IMG-02,NEO-2-004,,Security,Image Pull Secrets,Create image credential secret,Create docker-registry secret from provided credentials.,AC-NEO-IMAGE,No,Deferred — operator-created registry Secret post-MVP.
NEO-3-004-SEC-01,NEO-2-004,,Security,Secrets,Secret mounts,Mount arbitrary Kubernetes Secrets into Neo4j pod.,AC-NEO-SECRETS,Yes,MVP — `spec.storage.secretMounts` + `spec.storage.additionalMounts` ([BDR-005] Option E).
NEO-3-004-SEC-02,NEO-2-004,,Security,Secrets,LDAP password secret,Mount LDAP system account password from Secret.,AC-NEO-LDAP,No,Deferred.
NEO-3-005-TLS-01,NEO-2-005,,Security,TLS Mode,Bolt TLS,Configure TLS material for Bolt.,AC-NEO-TLS,Yes,MVP — BYO `trust.certificates.bolt` (+ `server.bolt.tls_level=REQUIRED`).
NEO-3-005-TLS-02,NEO-2-005,,Security,TLS Mode,HTTPS TLS,Configure TLS material for HTTPS.,AC-NEO-TLS,Yes,MVP — BYO `trust.certificates.https`; requires bolt when `listeners.https` set (Browser).
NEO-3-005-TLS-03,NEO-2-005,,Security,TLS Mode,Cluster TLS,Configure TLS material for cluster communication.,AC-NEO-TLS; AC-NEO-CLUSTER,Yes,MVP Cluster — BYO cluster certs via `spec.trust` ([BDR-006]); cert-manager off by default.
NEO-3-005-TLS-04,NEO-2-005,,Security,TLS Mode,TLS reload,Enable automatic TLS certificate reload.,AC-NEO-TLS-RELOAD,No,Deferred post-MVP.
NEO-3-006-CLD-01,NEO-2-006,,Storage,Cloud Storage,With Workload Identity,Access cloud object storage using platform workload identity (GKE WI / AKS WI / EKS IRSA).,AC-NEO-CLOUDSTORAGE-MI,No,Deferred — cloud backup/restore out of V1.
NEO-3-006-CLD-02,NEO-2-006,,Storage,Cloud Storage,Without Workload Identity,Access cloud object storage using mounted credentials or Secrets.,AC-NEO-CLOUDSTORAGE,No,Deferred with cloud storage.
NEO-3-006-PVC-01,NEO-2-006,,Storage,PVC Provisioning Mode,Default StorageClass,Use Kubernetes default StorageClass to provision PVC.,AC-NEO-STORAGE-DEFAULT,Yes,MVP — omit `dynamic.storageClassName` (cluster default SC).
NEO-3-006-PVC-02,NEO-2-006,,Storage,PVC Provisioning Mode,Existing StorageClass,Use an existing named StorageClass to dynamically provision PVC.,AC-NEO-STORAGE-DYNAMIC,Yes,MVP — `volumes.data.mode: Dynamic` + `dynamic.storageClassName` ([BDR-005]).
NEO-3-006-PVC-03,NEO-2-006,,Storage,PVC Provisioning Mode,Existing PVC,Bind Neo4j to an existing PVC or explicit volume.,AC-NEO-STORAGE-EXISTING,Yes,MVP — `mode: Existing` + `existing.claimName` or `existing.volume` ([BDR-005]).
NEO-3-006-PVC-04,NEO-2-006,,Storage,PVC Provisioning Mode,Selector,Bind to existing volumes matching selectors.,AC-NEO-STORAGE-SELECTOR,Yes,MVP — `Existing.volumeClaimTemplate.selector` ([BDR-005]).
NEO-3-006-PVC-05,NEO-2-006,,Storage,PVC Provisioning Mode,VolumeClaimTemplate,Use a provided volumeClaimTemplate.,AC-NEO-STORAGE-VCT,Yes,MVP — `Existing.volumeClaimTemplate` ([BDR-005]).
NEO-3-006-VOL-01,NEO-2-006,,Storage,Volume Role,Data,Persistent storage for database data.,AC-NEO-STORAGE,Yes,MVP — `volumes.data` (Dynamic or Existing).
NEO-3-006-VOL-02,NEO-2-006,,Storage,Volume Role,Backups,Volume for backup files.,AC-NEO-BACKUP,Yes,MVP — `volumes.backups` Share/Dynamic/Existing at `/backups` (online backup CRDs still deferred).
NEO-3-006-VOL-03,NEO-2-006,,Storage,Volume Role,Logs,Volume for logs.,AC-NEO-LOGGING,Yes,MVP — `volumes.logs` Share/Dynamic/Existing at `/logs`.
NEO-3-006-VOL-04,NEO-2-006,,Storage,Volume Role,Metrics,Volume for CSV metrics.,AC-NEO-MONITORING,Yes,MVP — `volumes.metrics` at `/metrics` (Prometheus scrape is separate: `features.monitoring.prometheus` + listener).
NEO-3-006-VOL-05,NEO-2-006,,Storage,Volume Role,Import,Volume mounted to /import.,AC-NEO-STORAGE,Yes,MVP — `volumes.import` Share/Dynamic/Existing.
NEO-3-006-VOL-06,NEO-2-006,,Storage,Volume Role,Licenses,Volume mounted to /licenses.,AC-NEO-LICENSE,Yes,MVP — `volumes.licenses`; plugin license Secrets also via `pluginDefinitions` ([BDR-004]).
NEO-3-007-MULTI-01,NEO-2-007,,Networking,Multi Cluster,Disabled,Single Kubernetes cluster deployment.,AC-NEO-NETWORKING,Yes,MVP — `connectivity.multiCluster.enabled: false` only ([BDR-007]).
NEO-3-007-MULTI-02,NEO-2-007,,Networking,Multi Cluster,Enabled,Open internal ports/config required for multi-zone/multi-region cluster scenario.,AC-NEO-MULTICLUSTER,No,Deferred V1.1+.
NEO-3-007-PCMB-01,NEO-2-007,,Networking,Port Combination,Bolt only,Expose Bolt (7687) only; HTTP and HTTPS disabled.,AC-NEO-NETWORKING-PORTS-BOLT,No,Deferred port-matrix variants post-MVP.
NEO-3-007-PCMB-02,NEO-2-007,,Networking,Port Combination,HTTPS only,Expose HTTPS (7473) only; Bolt and HTTP disabled.,AC-NEO-NETWORKING-PORTS-HTTPS,No,Deferred.
NEO-3-007-PCMB-03,NEO-2-007,,Networking,Port Combination,HTTP + Bolt,Expose HTTP and Bolt; HTTPS disabled.,AC-NEO-NETWORKING-PORTS-HTTP-BOLT,Yes,MVP default exposure — simplest client path ([BDR-007]).
NEO-3-007-PCMB-04,NEO-2-007,,Networking,Port Combination,HTTPS + Bolt,Expose HTTPS and Bolt; HTTP disabled.,AC-NEO-NETWORKING-PORTS-HTTPS-BOLT,Yes,MVP — via `listeners.https` + `service.expose` (requires bolt+https trust).
NEO-3-007-PCMB-05,NEO-2-007,,Networking,Port Combination,HTTP + HTTPS + Bolt,Expose all three connectors (default full exposure).,AC-NEO-NETWORKING-PORTS-FULL,Yes,MVP — supported when listeners + expose include http/https/bolt.
NEO-3-007-PCMB-06,NEO-2-007,,Networking,Port Combination,HTTP + HTTPS,Expose HTTP and HTTPS; Bolt disabled (browser-only access).,AC-NEO-NETWORKING-PORTS-HTTP-HTTPS,No,Deferred.
NEO-3-007-PRT-01,NEO-2-007,,Networking,Ports,HTTP,Enable HTTP connector (7474).,AC-NEO-NETWORKING-PORTS-HTTP,Yes,MVP — `connectivity.listeners.http` (default 7474).
NEO-3-007-PRT-02,NEO-2-007,,Networking,Ports,HTTPS,Enable HTTPS connector (7473).,AC-NEO-NETWORKING-PORTS-HTTPS; AC-NEO-TLS,Yes,MVP — `connectivity.listeners.https` + trust.certificates.https/bolt.
NEO-3-007-PRT-03,NEO-2-007,,Networking,Ports,Bolt,Enable Bolt connector (7687).,AC-NEO-NETWORKING-PORTS-BOLT,Yes,MVP — `connectivity.listeners.bolt` (default 7687).
NEO-3-007-PRT-04,NEO-2-007,,Networking,Ports,Backup,Expose backup port for backup operations.,AC-NEO-BACKUP,No,Out of V1 with backup feature.
NEO-3-007-SVC-01,NEO-2-007,,Networking,Service Type,ClusterIP,Expose Neo4j via internal ClusterIP service (in-cluster access only).,AC-NEO-NETWORKING; AC-NEO-NETWORKING-CLUSTERIP,Yes,MVP default Service type ([BDR-007]).
NEO-3-007-SVC-02,NEO-2-007,,Networking,Service Type,NodePort,Expose Neo4j externally via fixed node ports.,AC-NEO-NETWORKING; AC-NEO-NETWORKING-NODEPORT,Yes,MVP — `connectivity.service.type: NodePort`.
NEO-3-007-SVC-03,NEO-2-007,,Networking,Service Type,LoadBalancer,Expose Neo4j externally via cloud LoadBalancer.,AC-NEO-NETWORKING; AC-NEO-NETWORKING-LB,Yes,MVP — `connectivity.service.type: LoadBalancer` (+ annotations).
NEO-3-008-SCH-01,NEO-2-008,,Scheduling,Scheduling,Node selector,Constrain pods to selected nodes.,AC-NEO-SCHEDULING,Yes,MVP — `spec.scheduling.nodeSelector`.
NEO-3-008-SCH-02,NEO-2-008,,Scheduling,Scheduling,Affinity / anti-affinity,Configure node affinity and pod anti-affinity.,AC-NEO-SCHEDULING,Yes,MVP — soft/hard presets + `affinity.custom`.
NEO-3-008-SCH-03,NEO-2-008,,Scheduling,Scheduling,Tolerations,Allow scheduling on tainted nodes.,AC-NEO-SCHEDULING,Yes,MVP — `spec.scheduling.tolerations`.
NEO-3-008-SCH-04,NEO-2-008,,Scheduling,Scheduling,Topology spread,Distribute pods across topology domains.,AC-NEO-SCHEDULING,Yes,MVP — `spec.scheduling.topologySpreadConstraints`.
NEO-3-008-SCH-05,NEO-2-008,,Scheduling,Scheduling,Priority class,Set pod priority class.,AC-NEO-SCHEDULING,Yes,MVP — `spec.scheduling.priorityClassName`.
NEO-3-008-SCH-06,NEO-2-008,,Scheduling,Scheduling,Service account,Set pod service account for workload identity/cloud access.,AC-NEO-SCHEDULING,Yes,MVP — operand ServiceAccount always created; annotations via `spec.security.serviceAccount` deferred.
NEO-3-009-PROBE-01,NEO-2-009,,Health Management,Probe Profile,Default Neo4j probes,Use default startup/readiness/liveness probes.,AC-NEO-PROBES,Yes,MVP — fixed operator defaults (Bolt TCP).
NEO-3-009-PROBE-02,NEO-2-009,,Health Management,Probe Profile,Custom probes,Allow users to customize probe thresholds/timeouts.,AC-NEO-PROBES,Yes,MVP — `spec.probes.{startup,liveness,readiness}` full Probe replace when set.
NEO-3-010-RSTR-01,NEO-2-010,,Lifecycle,Restart Strategy,Controlled restart,Restart Neo4j workload when config requires it.,AC-NEO-CONFIG-CHANGE,Yes,MVP config-change restart.
NEO-3-010-RSTR-02,NEO-2-010,,Lifecycle,Restart Strategy,Rolling restart,Restart cluster members safely one by one.,AC-NEO-CONFIG-CHANGE; AC-NEO-CLUSTER,Yes,MVP — rolling restart per pool STS.
NEO-3-011-CSZ-01,NEO-2-011,,Lifecycle,Cluster Size,Scale out/in,Change cluster size after initial deployment.,AC-NEO-SCALE,Yes,MVP — edit `topology.*.members` / read pool scale ([BDR-009]).
NEO-3-011-SRV-01,NEO-2-011,,Lifecycle,Server Enablement,Automatic enable server,Enable servers added outside initial cluster size using operations job or operator logic.,AC-NEO-SCALE,Yes,MVP — operator ENABLE SERVER / drain ([BDR-009]).
NEO-3-012-UPG-01,NEO-2-012,,Upgrade,Upgrade Strategy,Neo4j image upgrade,Change Neo4j image tag/repository/version.,AC-NEO-UPGRADE,No,Deferred — rolling Neo4j version upgrade post-MVP.
NEO-3-012-UPG-02,NEO-2-012,,Upgrade,Upgrade Strategy,Preflight validation,"Validate health, storage, version, and cluster state before upgrade.",AC-NEO-UPGRADE,No,Deferred with Neo4j upgrade.
NEO-3-013-BKMD-01,NEO-2-013,,Backup,Backup Mode,On-demand,Create backup by user request.,AC-NEO-BACKUP-ONDEMAND,No,Out of V1.
NEO-3-013-BKMD-02,NEO-2-013,,Backup,Backup Mode,Scheduled,Create backups on a defined schedule.,AC-NEO-BACKUP-SCHEDULED,No,Out of V1.
NEO-3-013-BKST-01,NEO-2-013,,Backup,Backup Storage,Shared local volume,Write backups to shared volume.,AC-NEO-BACKUP,No,Out of V1.
NEO-3-013-BKST-02,NEO-2-013,,Backup,Backup Storage,Dedicated PVC,Write backups to a dedicated PVC.,AC-NEO-BACKUP,No,Out of V1.
NEO-3-013-BKST-03,NEO-2-013,,Backup,Backup Storage,Cloud object storage,Use S3/GCS/Azure via mounted credentials or workload identity.,AC-NEO-BACKUP-CLOUD; AC-NEO-CLOUDSTORAGE-MI; AC-NEO-CLOUDSTORAGE,No,Out of V1.
NEO-3-014-RSTM-01,NEO-2-014,,Restore,Restore Mode,Restore from backup volume,Restore from local/PVC backup location.,AC-NEO-RESTORE,No,Out of V1.
NEO-3-014-RSTM-02,NEO-2-014,,Restore,Restore Mode,Restore from seed URI,"Restore from seed URI, including private bucket credentials.",AC-NEO-RESTORE-SEEDURI,No,Out of V1.
NEO-3-015-MON-01,NEO-2-015,,Monitoring,Monitoring Mode,Disabled,Deploy without ServiceMonitor.,AC-NEO-MONITORING,Yes,MVP default — omit or `serviceMonitor.enabled: false`.
NEO-3-015-MON-02,NEO-2-015,,Monitoring,Monitoring Mode,ServiceMonitor,Create ServiceMonitor when CRD exists.,AC-NEO-MONITORING-SERVICEMONITOR,Yes,MVP — `features.monitoring.serviceMonitor.enabled`; skip if CRD absent (MON-001).
NEO-3-016-LOG-01,NEO-2-016,,Logging,Logging Mode,Default logs,Use default Neo4j logging configuration.,AC-NEO-LOGGING,Yes,MVP — omit `spec.logging`; image-bundled Log4j.
NEO-3-016-LOG-02,NEO-2-016,,Logging,Logging Mode,Custom log config,Apply custom serverLogsXml and userLogsXml.,AC-NEO-LOGGING,Yes,MVP — `spec.logging.serverLogsXml` / `userLogsXml` → ConfigMaps + mounts.
NEO-3-017-JOB-01,NEO-2-017,,Maintenance,Job Type,Dump/load,Run neo4j-admin dump/load jobs.,AC-NEO-MAINTENANCE-JOBS,No,Deferred post-MVP.
NEO-3-017-JOB-02,NEO-2-017,,Maintenance,Job Type,Consistency check,Run consistency check jobs.,AC-NEO-MAINTENANCE-JOBS,No,Deferred post-MVP.
NEO-3-017-JOB-03,NEO-2-017,,Maintenance,Job Type,Backup verification,Verify backup integrity.,AC-NEO-MAINTENANCE-JOBS,No,Out of V1 with backup.
NEO-3-017-MNT-01,NEO-2-017,,Maintenance,Maintenance Mode,Offline maintenance,Restart StatefulSet without Neo4j process running.,AC-NEO-MAINTENANCE-OFFLINE,Yes,MVP — `spec.maintenance.offlineMode` (Helm offlineMaintenanceModeEnabled parity).
